fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type
8.118414014122573,0.2894713380408579,0.40631719717548526,1.8776210211838607,0.0707497771138815,21.80264330979571,50.0,0.9953104840847354,3.3780264330979572,0.6611805739633297,11.505286619591422,0
6.954181311326211,0.6864370985769944,0.18,1.9123681980641034,0.14493182649955855,6.312719669893161,49.08362622652422,0.9955673506244727,3.2266198037561256,0.6,9.758186886737894,0
7.2,0.3703406225582929,0.41863750976682845,2.461921789540251,0.07089781323251214,23.482968872085355,42.96593774417071,0.9944196845923119,3.3689781323251213,0.7827859533710961,11.982359143037826,0
6.480087983449566,0.4360505904835006,0.29262560772353574,3.126476035859273,0.050671799034558034,12.133479972415945,53.13347997241594,0.9934285366990424,3.364004399172478,0.6133260013792028,11.879648066201735,0
8.10327818349145,0.3783879697248575,0.3111338334867163,2.4919398486242876,0.08048360908254275,24.0,70.83879697248575,0.9961851909706452,3.280478196788426,0.8242075155977201,10.927458637618587,0
7.673527168368518,0.7701466475342283,0.25095575148816357,1.945587861394753,0.0791838179209213,11.0,63.54412138605247,0.9966777952019552,3.358015173256559,0.5072060693026235,9.663969653486884,0
7.59363007423954,0.28,0.419009122659484,2.1021233085868203,0.051716892188423985,35.5035388476447,101.4893834570659,0.9937478468137442,3.2798584460942117,0.5687260148479079,11.10424661717364,0
6.51842535130759,0.5580535772876698,0.10815746486924102,2.125259718953928,0.07250519437907857,28.563149297384822,39.126298594769644,0.9960763750410137,3.42,0.7805795491830625,10.344723946077231,0
9.761475508822429,0.8505328074807958,0.44352458856738014,2.7459016457304792,0.07810655760056678,21.270491771347604,84.0,0.9981483606972481,3.130327860550377,0.6051639302751883,9.964754114326198,0
7.117243550504445,0.7356205159596444,0.14813845212106683,1.8,0.171683826848187,15.0,63.76551289899111,0.9960019332925246,3.1684128377780443,0.8244871010088903,9.5,0
8.452327549699193,0.45364367329322586,0.33860347018048365,2.3056178586842737,0.07895344900601613,32.0,57.52327549699194,0.9981271265341355,3.3315890816766935,0.5733707152105643,9.62520101556371,0
7.777954970104472,0.439296431240285,0.24932926943209338,2.050797365470123,0.07342166946932727,20.0,38.0,0.9960303470665148,3.3328752335574596,0.4933864910313415,10.293292694320934,0
7.240606224683305,0.7777880920882974,0.05676770411388428,4.440201172469588,0.086,4.1353540822776855,11.135354082277686,0.9961458583670889,3.4275960306960993,0.41842435727831395,10.940606224683306,0
6.80330020646971,0.29226623537506224,0.2775687543014523,2.1502750172058094,0.05549174948382572,19.0,49.24862491397096,0.995426820426704,3.4795599724707054,0.755027501720581,11.670737233309959,0
9.486089687465721,0.2768608968746572,0.40029134531198585,1.8627820625068559,0.09451128250027424,19.656955156267138,27.0,0.9954565695515627,3.1945958296852717,0.7037217937493144,11.440131390613002,0
7.226031227349925,0.41256039703660186,0.42394740980087947,2.569630234758421,0.06565291696866767,22.0,47.95661462108346,0.9949534494674642,3.3091109295724737,0.8222119946442177,11.465291696866766,0
9.462083967287157,0.38275832065425686,0.29413965623802313,2.5137916032712844,0.09517250380372295,15.93104198364358,48.93104198364358,0.9981034587771009,3.1913791603271284,0.6924146182007936,10.0,0
6.657054721151254,0.8365767167309247,0.028288358365462368,2.265767167309247,0.05996993025957132,32.05705472115125,47.82883583654624,0.9952524903434591,3.5080185085582367,0.5634232832690753,12.208712446157994,0
8.7178129253068,0.499506190457048,0.22717812925306802,2.60246904771476,0.0886137551036816,27.1534387759204,104.2821870746932,0.9976876540479157,3.15643741493864,0.5402469047714761,9.397530952285239,0
8.283193978615135,0.6949038463703708,0.19906354530112752,2.2523411367471815,0.07069147158132047,10.738294316264094,41.261705683735904,0.9967523411367472,3.315510033764896,0.5604682273494362,9.204682273494361,0
7.1915406374016,0.5482553002320001,0.09632173163807993,2.0271148406496002,0.09129531801392,46.271148406496,58.012084803712,0.9956841464669699,3.57542296812992,0.7074093639721599,11.3518127205568,0
7.318749083895793,0.5815629122468933,0.26937454194789634,2.3843562198637493,0.07915629122468933,17.0,103.81250916104207,0.9960237410221787,3.286562179363527,0.5462487174541097,9.956247251687378,0
8.025680700225742,0.6050272280090296,0.09754084201354445,1.7251361400451481,0.07549364679789308,37.50090760030099,46.0,0.9950849183159729,3.417431929977426,0.810145216048158,11.500544560180593,0
8.673660328645642,0.4807924589192946,0.44648804381941903,2.2912201095485476,0.07691220109548548,25.45610054774274,120.72805027387137,0.9975280502738714,3.2354389945225726,0.5691220109548547,9.254389945225725,0
7.60751860993437,0.47300744397374844,0.3620300868791018,2.0556389574507783,0.0713533808865976,21.0,66.24060173758204,0.9968706761773195,3.310150434395509,0.5768421216307426,9.657143301405869,0
7.004765858205486,0.5844973984245053,0.0989427653391188,2.020104063019784,0.09190468283589029,46.85182110284622,61.65078047264838,0.9952376170708973,3.369627477199235,0.5630676409628597,10.410572346608811,0
7.2,0.6066986832913446,0.03776710556955181,2.4330131670865542,0.07689315777217927,17.77671055695518,88.0,0.99745,3.53,0.5566986832913446,9.566986832913447,0
13.221560610922738,0.34392196945386316,0.52,3.121560610922738,0.09386926768487124,16.86926768487123,53.065366157564384,1.00130848737941,3.048692676848712,0.8001950763653423,9.54575631029507,0
8.997514238734677,0.3361185925693954,0.3658700164428631,2.126864320948992,0.06556214403163309,12.487571193673384,27.512428806326614,0.995006271358102,3.2651242880632663,0.7938814074306045,12.161185925693953,0
7.776470479871702,0.9034453479642599,0.06764704798717022,1.9151261200824772,0.058436976802382676,21.966386399816717,47.0,0.995285966552196,3.5026050079596778,0.43067227200366565,10.656302319761732,0
6.674938718617859,0.8333846448079026,0.026891852380088996,1.9250612813821417,0.06475183844146426,29.0,38.12530640691071,0.9947839062675246,3.3075183844146423,0.5719041086565174,10.765663300863839,0
7.824550111973414,0.4209356254665559,0.2574850037324471,3.787724944013293,0.1031579370800997,28.0,89.90643745334441,0.997892395026127,3.156549378265891,0.5802918801321147,9.18420629199003,0
12.855698148447038,0.7870867589753138,0.6146830091770645,2.372150925776481,0.08563282869100088,12.860754628882404,35.0,0.9998253208340059,3.1,0.5944301851552962,10.205056480435367,0
9.520821385952305,0.3466210341137609,0.44624641578569135,2.1467579317724783,0.07007853113042217,3.532420682275217,15.0,0.9974619887165181,3.2532420682275216,0.7906484136455044,10.451873091640348,0
6.635561758959717,0.6288904397399293,0.02,1.8,0.05698862524421201,4.588904397399293,11.0,0.9965288764820806,3.471778087947986,0.585775296416113,9.5,0
6.682077658884727,0.7907534046691638,0.1042029978776528,1.9305313347482316,0.07987391006367042,17.0,24.0,0.9943074782012734,3.4684298358094052,0.6021014989388265,11.269468665251768,0
10.110016665431273,0.30298833419810905,0.36402333160378186,1.680133323450182,0.075,9.100166654312728,28.0,0.9968281799866578,3.2299833345687277,0.8079633360512,11.119866676549817,0
11.954170866771472,0.45589231712938216,0.55,1.9934529809673531,0.07437487399685583,24.97817660322451,49.065470190326465,0.9996524249950295,3.1054558491938726,0.7639282114195881,10.293452980967354,0
7.731031748940471,0.32689682510595286,0.5224126995761885,1.7344841255297645,0.07259474215438973,15.663789686175589,29.0,0.9954899960359637,3.276465278032291,0.7732757937235119,10.968105156912205,0
11.332945009207805,0.3632945009207804,0.6537770538163036,2.3633944342135504,0.12124293284225042,3.0,7.926788868427101,0.9964375706715775,3.1974376103949487,0.533660556578645,11.845091651320326,0
7.780084091730921,0.5548134546769473,0.03680504550385526,1.8680504550385526,0.0868008409173092,12.439831816538158,31.56016818346184,0.9964835313214199,3.36,0.5792117728423289,10.21991590826908,0
7.0,0.24969344284444683,0.2854691662676111,1.8442242765768357,0.06664261598713961,15.936822462033092,20.063177537966908,0.9966568224620331,3.595469166267611,0.8061009416472802,10.08213079935698,0
12.45819369657118,0.46156773637858073,0.6226838968999566,2.010451575857205,0.07162709455143228,5.9477421207139765,15.0,0.9988627094551432,3.000451575857205,0.8470065331141495,10.147742120713975,0
6.983758663814832,0.41025519828889934,0.26256379957222487,2.5675173276296643,0.08543620042777517,5.418793319074162,16.0,0.9965758931940112,3.3388051357573927,0.5706844676648087,10.183758663814832,0
8.134142011865846,0.48097633135569234,0.31723471401165126,1.9520315581924101,0.08368284023731692,41.219526627113844,141.30078895481026,0.9966861735700583,3.1805700197172104,0.667477317571405,9.447968441807589,0
9.119111780544321,0.40769851579768757,0.4838492578988438,1.819246289494219,0.2866312152841033,15.26917903501927,37.73082096498073,0.9969214267156417,3.0665275973540465,1.0138627087938337,9.561507421011562,0
9.416832618552478,0.34168326185524783,0.3713092036651927,2.2037405819005507,0.07759970442088271,5.0,12.981297090497247,0.9980261840733039,3.2194389127149177,0.6201870290950275,9.205610872850825,0
7.079571043710974,0.6069122943800177,0.02,1.8486939875111503,0.07979571043710973,17.74346993755575,30.25653006244425,0.9968044680231936,3.3923040981266723,0.6884327850133806,9.953918037466549,0
8.057922221031852,0.7256902375085557,0.10683111158725914,2.2345825398525925,0.07553320637641481,5.0,14.0,0.9961190133304765,3.32,0.593833015941037,11.172912699262962,0
9.744375444652597,0.5023614497756494,0.33830437875844155,12.72568195774351,0.18606823378087664,53.21712130516234,96.38668342931818,1.0022458682571815,3.1978287869483766,0.7323614497756494,9.09904881637987,0
7.4781367199712285,0.8011321018286439,0.11824055417711023,2.043466974542839,0.0826533025457161,12.0,66.13066050914323,0.9961064032326998,3.3239198152742966,0.5608797229114448,9.313066050914323,0
8.3,0.6662870888977247,0.21958987300325042,1.939179746006501,0.08668033756655832,10.463932486688336,51.07213502662333,0.9969855729946754,3.308868522737017,0.6957708021298662,9.824752740681834,0
7.097200532963154,0.5308398401110539,0.0727994670368463,1.7,0.07083203197778921,15.0,24.0,0.9951011197868147,3.2941992005552696,0.6605598934073693,10.793001332407885,0
7.230620000033887,0.5678681818258833,0.11523254545731801,2.3565890909214136,0.07652712727371308,18.782945454607066,38.0,0.996418643090979,3.339147272730353,0.603023272723576,9.560852727269646,0
7.6844570092955005,0.38601974511652726,0.30699012744173637,1.8747531860434095,0.08034950637208682,32.65049362791318,79.0,0.9967252468139566,3.37155429907045,0.6744654460460773,10.024259558130229,0
7.53691494186552,0.576308505813448,0.124497356106294,4.171808430224133,0.0846308505813448,6.114095784887933,29.0,0.9974570478924439,3.34577126453362,0.49543616860448264,9.057047892443967,0
9.109251902759038,0.5209251902759039,0.24907480972409607,2.660498731493974,0.07769750634253013,28.30249365746987,138.39501268506027,0.9978376508879542,3.223612214586144,0.5639501268506025,9.484875317126507,0
11.109873228019506,0.3684556298068271,0.48873415350243826,2.2929120089366055,0.09021263973190183,19.225316929951234,49.774683070048766,0.9976880503341307,3.1067595078985373,0.5709873228019505,10.219746456039012,0
10.67065002396866,0.3776836656546566,0.4473356675721493,3.0737433402576126,0.08722776678917314,53.24710001597911,77.49033338659702,0.9986891806987314,3.310038666453612,0.7750579996804179,11.252126654948656,0
7.109137519022408,0.6341478538818731,0.09585214611812692,2.294199124806521,0.07985061605784113,7.850616057841138,33.14938394215886,0.9983648511529694,3.6321971385091643,0.6950616057841137,9.734445547942975,0
8.770410375232718,0.8389283927696651,0.20877554423434952,1.6193886058587375,0.08205100509454272,6.5612227882825245,31.438777211717476,0.9964428642892135,3.175816581757621,0.5038777211717476,10.263266327030484,0
7.1,0.6747660908862564,0.0,2.3,0.08490643635450254,17.523390911374367,26.523390911374367,0.9977514913632939,3.4447660908862563,0.5352339091137437,9.447660908862563,0
6.222953774373844,0.6219661789691547,0.2916369805009252,1.7114768871869217,0.08685231128130783,15.229537743738435,64.11476887186922,0.9964455152673979,3.4450800466570017,0.7681939143448487,9.437722646243062,0
7.560139693349435,0.30517485519710175,0.2916083816009661,1.9580419080048306,0.06409790459975848,18.0,34.0,0.9951440558773398,3.295384633731562,0.8580419080048305,11.202097785344606,0
7.0,0.2660341405828971,0.34733471760961193,1.7940299877540613,0.06937527102620487,20.722814303208484,66.44562860641696,0.9953053305647808,3.4722814303208485,0.6050532872887635,10.822814303208483,0
6.947367853330001,0.45860879952250044,0.0,1.447367853330001,0.0698646632762,31.864663276199998,37.796994914299994,0.994444284943805,3.3308269379040003,0.5847367853330001,11.4,0
10.088845237479624,0.40798143736013004,0.4838247354155347,1.5415670194459539,0.048225771596958095,21.584329805540463,42.0,0.9960605318335904,3.1465072311135263,0.77201856263987,10.712350529168932,0
7.615307326013969,0.6824014969482498,0.18501378998880857,5.021631208783237,0.0681530732601397,11.543538217342647,16.912923565314706,0.9963630614652028,3.431741528693706,0.6389184395608382,11.180476752139853,0
7.714415484045489,0.5173552811172101,0.16144154840454894,2.7346197234025773,0.10664926082438209,32.918274654253224,73.0,0.9955849943595767,3.1838933087769523,0.6250964792551933,10.183654930850643,0
7.437490192458597,0.5554248396178358,0.125409147551591,2.979111090598716,0.086665620528917,29.62509807541403,91.08339871694268,0.9966590953985325,3.242088890940128,0.6295869294318478,10.165342073465974,0
6.9576518564349765,0.6417862202973099,0.19729555693049294,2.309182227721972,0.08496939257426009,12.0,78.9693925742601,0.9961091822277219,3.3851530371286995,0.6179077054452911,10.563773341582957,0
6.282351994179603,0.3797858896391862,0.21352960116407932,1.882887270081638,0.08283957821885707,4.497323620489827,28.0,0.9948124055217697,3.358342254598367,0.45326196321306206,10.083422545983671,0
7.989139629400056,0.7010401942550466,0.006516222359966128,2.5945698147000282,0.07934837776400339,11.0,34.054301852999714,0.9975131170352005,3.434569814700028,0.5343441482399774,9.614033891299407,0
7.940039405630941,0.2705017239963537,0.3225036942779007,1.6699950742961323,0.05869995074296132,19.84997537148066,37.84997537148066,0.9949120019702815,3.2734972908628728,0.533010343978122,10.845007388555802,0
7.097879896403803,0.4634511168664554,0.25,2.198586597602535,0.07500706701198732,29.0,61.661955325341786,0.9955813310132702,3.3499293298801267,0.5933804467465822,10.433097766267089,0
7.492459112200121,0.5156231017151913,0.33754088779987856,2.4613113316998176,0.09540657126901761,18.924591122001214,82.92459112200122,0.9967656390185196,3.2745245326799273,0.6476393107299575,9.515081775599757,0
5.305882770792254,0.6941178685198948,0.020588277079225427,1.5764703375246474,0.044411765541584505,13.176468916830983,86.82353108316902,0.9925411762700197,3.56,0.8905881350098589,12.9,0
11.76980530656981,0.3183929186133951,0.5467858372267901,2.0839291861339504,0.06831008784681088,17.0,33.047079598547136,0.9977465273934365,3.132548673357548,0.6490584080290572,10.66980530656981,0
7.100024943652404,0.4581852195889642,0.38544932996358827,1.790913626118619,0.0786367944812688,23.0,148.09086373881382,0.9940910034232673,3.183639538283033,0.5409111317533785,10.68177736493243,0
6.912454621176377,0.6303295170588585,0.16813180682354345,2.3501815152944916,0.23084948374125264,6.062273105881886,18.0,0.9960887908409413,3.391904496235355,0.5918681931764566,10.237726894118115,0
9.487497351229669,0.527375503266363,0.1813742318566038,2.2899978809837345,0.12113763508728691,27.487497351229667,89.51250264877034,0.9984,3.18924984107378,0.6902500529754066,9.692498410737802,0
10.519359638276716,0.5074385531068641,0.3538719276553432,3.1644825320629875,0.09083842170339704,24.387192765534323,70.0,0.9980032315659321,3.200320180861642,0.6570886149295827,10.383842170339705,0
7.57038006120152,0.5737771963279088,0.22214679143178706,2.054076012240304,0.08054076012240305,15.918479755193916,104.54076012240304,0.9960346736440651,3.307038006120152,0.5308152024480609,9.683695951038784,0
9.074021711222866,0.7459717240603475,0.6711673818157744,1.7155869732662805,0.4144156526204341,17.896086844891464,63.896086844891464,0.9965917000770248,2.9067543550820547,1.321686947591317,9.094804342244572,0
8.357255639876806,0.6550394739568823,0.18572556398768067,2.221372180061597,0.08851184218706469,11.0,74.57255639876807,0.9971334548913471,3.2,0.5600789479137647,9.221372180061596,0
9.960409134640793,0.42389089742912206,0.4962454807844754,2.3409546474951823,0.0972422772462152,10.0,41.0,0.9967062093270603,3.190068189106799,0.6839590865359207,12.020818269281586,0
7.570689582555981,0.55275858292911,0.1486207506529763,3.360344580690334,0.08141379165111962,24.74137916511196,44.74137916511196,0.9971637927461754,3.3555172500932824,0.6127586671641724,9.887931252332057,0
6.91647063534323,0.8243528964239318,0.19517642819109338,3.721175387105719,0.08058825413729183,15.835293646567704,64.8352936465677,0.9980016458622819,3.4789410304359882,0.6985881740538015,9.291176588358073,0
10.5,0.24660430129742994,0.47,2.0339569870257006,0.06996258077845798,6.0,24.0,0.9977339569870257,3.159906451946145,0.9462301090820097,10.966978493512851,0
8.056751505688636,0.6145949096586819,0.09837769573952256,2.454050903413181,0.08475675150568864,6.0,23.756751505688634,0.9983756751505688,3.3829745482934097,0.680001942895205,9.370273946017955,0
8.296122828099213,0.2863570101652756,0.4055815757851181,2.155815757851181,0.07060499399172443,3.480614140496063,9.480614140496062,0.9944832630314047,3.27,0.62689826247937,12.396122828099212,0
6.881952509660285,0.6071708445952749,0.15746305984342163,2.043416891905499,0.07859023745169857,17.590237451698574,86.0,0.9969393192664225,3.5736094980679427,0.5638535617754786,9.381952509660286,0
7.626698046891224,0.4266509765543878,0.11022640625216326,1.7488679687391837,0.09345707226640919,19.0,27.0,0.9961017171093436,3.1942075781174286,0.5119905859326326,9.448867968739185,0
7.0722508870290826,0.25408362900969417,0.3867540040446682,1.6602090725242356,0.06444501774058164,20.75916370990306,66.87958185495152,0.995438427927196,3.487958185495153,0.6312041814504847,10.907330967922446,0
10.587057842504601,0.30094048975322046,0.48094048975322046,2.409404897532205,0.06829421574953994,6.0,21.129421574953994,0.9985576362675507,3.2535289212523,0.8845900992412586,10.712942157495398,0
9.232842652032923,0.6503745493496769,0.14581943170723088,2.652240757723692,0.08177592422763079,6.23879621138154,31.0,0.9982089630308948,3.209103696910523,0.6761203788618461,9.908963030894768,0
8.945123934418099,0.4200741638803571,0.3552397377219925,1.7548760655819011,0.07635371803254297,10.0,21.0,0.9961517350818534,3.3558512786982817,0.7193884590237111,11.042645246056123,0
8.968478277895837,0.5793995862456349,0.25075051719295627,2.7909937936845246,0.07519513447016862,9.0,104.01501034385913,0.997781894414316,3.2303002068771827,0.5791563097540662,9.7120082750873,0
8.558018714464986,0.6082390018952007,0.3284433686036974,2.1404087334169932,0.11574686465579087,5.0,21.77201247630999,0.9980072324384061,3.3745597504738005,0.5708804990523996,10.117609981047993,0
6.989133031509776,0.5680143892615402,0.16592488681616605,1.7190171948578918,0.06491849773632333,15.0,23.97283257877444,0.9951706991859849,3.4427167421225557,0.6778266063019552,10.562225339551503,0
9.180438622621852,0.4060877245243705,0.4934795408739508,2.5717250503865414,0.058586252519327066,12.0,24.934795408739507,0.9952189093314655,3.3328274949613457,0.7841315867865557,13.21523403136136,0
9.796889210143968,0.23680343115938335,0.4289675485506434,1.7608205869563003,0.06646393137681234,6.0,10.0,0.9964420380318828,3.283606862318767,0.7354599007244235,10.992786275362466,0
8.599857773552284,0.22815595882768797,0.5063830308792341,1.9363119176553758,0.09009077979413843,9.09077979413844,23.0,0.9966052761159111,3.349106424703387,0.6600142226447716,10.409077979413844,0
8.207428022252016,0.5977715933243957,0.24232210787716285,3.2003123373385285,0.10169663236314885,33.53870179795271,88.53870179795271,0.9973734641412552,3.216935089897636,0.48229087414331,9.253870179795271,0
7.698687504820574,0.3500874996786284,0.47978125080342904,2.550218749196571,0.0864803125723086,18.0,81.00437498393141,0.9973388625041778,3.3499125003213717,0.7397375009641148,9.65021874919657,0
9.094526300043368,0.6236715780026022,0.21527368499783153,2.647263150021685,0.09309747310160467,28.89452630004337,65.0,0.9984941262701258,3.2821094739991326,0.5641789450065053,9.652736849978314,0
7.397034031417288,0.3794068062834577,0.16118638743308472,2.656780104724294,0.08479238219921018,29.343219895275706,52.65678010472429,0.9963773732984409,3.3940253926692994,0.6588136125669153,10.23135602094486,0
7.97115873575991,0.34778968393997745,0.3904313476660248,1.8380039948595717,0.060091627306194814,6.177896839399774,34.82210316060023,0.9946573556104471,3.302452778757984,0.6922103160600225,10.911051580300112,0
6.861957999249244,0.6541819014639746,0.12391599849848754,2.225525009384453,0.07473848033033274,8.0,22.380420007507563,0.9944677776246248,3.4066294005255293,0.5166294005255294,11.319579992492438,0
7.089755259629869,0.7298299700599847,0.10321854857434937,2.432683555277598,0.07832185485743494,7.0,20.0,0.9968035130958979,3.4440978961480524,0.5757071704352271,9.801949334167205,0
8.392895330780163,0.26740643958860233,0.3793429961702435,2.0,0.0419236069985789,4.035523346099188,10.0,0.9938713674707517,3.2703552334609918,0.7050267315461136,12.475133657730568,0
9.19246708174462,0.38815065836510754,0.2631337144006315,2.540753291825538,0.09355480249046773,15.796233540872311,48.79623354087231,0.9979147269572212,3.194075329182554,0.6775856894959542,10.0,0
10.147667036880526,0.27663307418363187,0.4167338516327362,1.981336295044207,0.075,9.476670368805259,28.0,0.9972348039983097,3.1923329631194743,0.725132518862843,10.818663704955792,0
10.356431020957713,0.397726562814676,0.3951448167661698,1.6138586125746273,0.08114855183233831,9.425724083830849,24.0,0.9975051261414353,3.108115853412936,0.7694020576044782,9.486141387425373,0
7.792854419033839,0.4693576603835705,0.3227137954260911,2.1342835352270715,0.07230710744743991,9.378563257101519,48.41429116193232,0.9970821360475847,3.286142148948798,0.48900038133526247,9.379285441903384,0
7.588796682940578,0.5971535258473337,0.199568464388319,1.7267219902356528,0.09298257248708991,19.732780097643474,102.0,0.9962956846438832,3.3350871375645506,0.5264647297530727,9.415518673176232,0
8.753832967020122,0.6282708791224848,0.3840289010895881,2.0365417582449696,0.20678275823620257,23.0,111.09625274734908,0.9972475042857185,3.123654175824497,0.822674505477164,9.26345824175503,0
7.060625752115231,0.7777184115481457,0.010104292019205298,2.7222944244225165,0.07588134777498014,6.797914159615894,20.0,0.9969606257521152,3.4638331327692713,0.5741460088268875,9.701042920192053,0
8.30805905467509,0.40275084652536103,0.28993417312202163,1.9583881890649821,0.07135567519928701,26.0,45.20805905467509,0.9961139637004596,3.3595970472662455,0.8974506298415162,10.679194094532491,0
7.833963972637182,0.5421689143654791,0.20188739042301396,1.8509459589557742,0.10162252191539721,11.915090068407043,47.0,0.9963651869280469,3.1967927945274366,0.9198108082088452,9.627364897389436,0
7.420274019478474,0.4159908660173842,0.29533028867246136,1.906605773449228,0.11862192155827793,3.6651443362307,41.334855663769304,0.9952531691497748,3.3159908660173842,0.6748067210667756,10.779269281390736,0
6.93159096456707,0.6989317460628095,0.069488705708837,2.378977411417674,0.056211367519694876,6.8420451771646515,16.0,0.9953548413917335,3.416829487204577,0.6142045177164652,11.310454212597582,0
10.765489029985682,0.44087697354506405,0.6600567971788245,3.2608201763662397,0.0784681361550791,6.304100881831197,21.695899118168803,0.9983871293827182,3.1973690793648077,0.7421072380944234,11.382460529098719,0
8.72741251451792,0.23274125145179203,0.5096630675219127,1.7966306752191272,0.08297088591490065,9.0,23.206738649561746,0.9965771671652941,3.3310565890613555,0.7010107974342619,10.379326135043826,0
7.095028503120258,0.5714914490639226,0.1390057006240516,2.1683238322932477,0.07888209819812216,12.683238322932473,28.0,0.996942102611233,3.52,0.654843784477428,9.978266826052732,0
9.000101919596508,0.29570008977048634,0.2828691548095885,2.585641486002494,0.0655702637760399,51.857179256998755,73.64269334350561,0.9975343687059571,3.4314383993896636,0.8357306656494389,10.100025479899127,0
6.824914603812614,0.6159214882148649,0.026569972166396352,1.8812286509531533,0.078,18.0,30.0,0.9968290440897739,3.404692837261712,0.7302900835008109,9.931399443327928,0
7.483071346213343,0.44830109301912213,0.26631196790310396,2.4553808974755618,0.07243047179804495,9.0,26.0,0.9955030230133957,3.3683071346213342,0.569540506388441,11.29081012776882,0
9.245620859960233,0.36247177909271666,0.3835733743589366,1.5098871163708667,0.07973634356344356,40.983521472715225,54.983521472715225,0.996494952638527,3.4711534969099347,0.7332957054569555,10.896704294543044,0
7.6015019303658695,0.6979644235975621,0.10844269168292552,2.529644235975621,0.08259288471951241,8.859288471951242,25.859288471951242,0.997383304246805,3.387185769439025,0.4984426916829255,9.7,0
9.960604700520747,0.529292271918361,0.2642418802082988,2.198992165798755,0.0928992165798755,5.79798433159751,14.0,0.997880806267361,3.3056573363715764,0.49979843315975103,10.0,0
7.77368993569521,0.9801296467028664,0.12236627411429607,2.1184224839238026,0.09868395289371552,10.815775160761973,31.815775160761973,0.9961357969164037,3.2336844967847607,0.4836844967847605,9.963155032152395,0
7.059015434988195,0.6484264499527154,0.04452432179669441,2.457595884003148,0.10150166043025972,22.10601028999213,36.89398971000787,0.9963158924228211,3.4228963985027545,0.5922621608983472,10.790818521985834,0
8.649419681977548,0.8487007179941211,0.20691414895350077,1.572853723837519,0.08288863297092465,6.654292552324962,31.34570744767504,0.9960519712802351,3.1618561171512556,0.49457074476750384,10.207424468605023,0
8.87831657342218,0.3893527001744409,0.4239158286711091,2.415210428322227,0.06891262569933364,29.0,46.304208566444544,0.9944490621975578,3.218252513986673,0.6425891993022363,12.230420856644454,0
8.02387063265266,0.2696291076531514,0.42880646836736697,2.252258734694679,0.08441131964289221,8.559676581631651,17.0,0.9953275513693913,3.262838810204202,0.6456776204084038,11.727579556121146,0
8.46152980250698,0.3392350987465099,0.42384701974930195,2.3,0.07038357630083762,12.0,19.0,0.994786254290919,3.151541059247906,0.7484701974930198,11.569178815041882,0
11.958424859492569,0.38,0.5041888944481951,2.691653591501062,0.09716535915010617,11.833071830021233,41.91653591501062,1.0004500784509935,3.160834640849894,0.6158424859492568,10.258267957505309,0
9.376591099973943,0.5823408900026057,0.23470334526370645,3.4470334526370645,0.10294066905274128,36.647249105222016,91.64724910522202,0.9992519524504857,3.2929449821044403,0.6264832736814678,10.00593309472587,0
9.41603611101431,0.43643242425298423,0.28695497472195475,2.639279292911693,0.10435495958997561,17.410810606324606,76.60720707088306,0.9993339099494439,3.155891893936754,0.5355315403926004,9.4,0
8.196875935854017,0.39432311943503706,0.4081255615124102,1.5515620320729915,0.24374531730467291,17.010413547153277,45.0,0.996630990784346,3.161353761129926,0.9914073262321197,9.250520677357663,0
8.85588475405941,0.24493100771112442,0.3536160723214912,1.7164366923704146,0.055657467694816595,13.03287338474083,27.0,0.9940070617048713,3.137370129220734,0.5982183461852073,11.303287338474084,0
11.065791216579921,0.33911195103624503,0.60644780414498,2.2671043917100397,0.08039149747667271,6.0,21.0,0.9994569107269424,3.207598488134759,0.720262635026024,9.82664146891265,0
8.8936441276146,0.4777754446651097,0.5279343414747447,4.011122776674451,0.10026907467567892,3.0,9.984110319036498,0.9958841523150644,3.212701245763795,0.5911122776674451,12.092055159518248,0
7.367543999162539,0.706942399736798,0.009962400035891189,1.6335839997607253,0.07932080001196373,33.99624000358912,45.332080001196374,0.9958211279989233,3.383057600263202,0.6033959999401813,10.666791999880362,0
7.4479930901190885,0.5819197236047635,0.06287958540714526,1.6095986180238175,0.08088539782555518,36.730657453492114,46.0,0.9951542408291857,3.4752006909880913,0.6869051925587387,11.03839447209527,0
11.16809020940843,0.3929347413656396,0.543575335599433,1.9834045104704214,0.06899145874354942,12.165954895295785,27.165954895295783,0.9979373642026101,3.13323368534141,0.9119157866464752,10.083404510470421,0
7.847228896678142,0.56,0.19472288966781426,2.253493914203963,0.08064578327491394,14.881927758304643,104.88192775830464,0.9963653011383735,3.3240963879152323,0.5494457793356285,9.488192775830464,0
8.028246906376184,0.32717530936238154,0.3770995875168246,2.0282469063761845,0.062007572184555694,5.427489687920615,10.0,0.9946901629348671,3.2870995875168245,0.5998485563088861,11.2,0
8.732446681156496,0.7017685119541092,0.13893601738779504,1.5675533188435042,0.08351066376870082,4.0,10.83776659421752,0.9971401341949554,3.279175652901329,0.6224203210169785,9.476994967397886,0
7.716389775968487,0.5784870976029088,0.10163897759684869,1.812607519975759,0.1018739248002424,28.0,108.9369624001212,0.9956834099279358,3.0802521503995153,0.4908825263983031,9.792435488014545,0
10.572317611270103,0.41597556836383826,0.5368537495995559,2.679877841819191,0.09053417034897382,3.5597556836383824,8.0,0.9965991218187642,3.27276823887299,0.5803780115274544,12.067926705091514,0
