fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,quality
7.336998839110533,0.6356376499482228,0.21420007739263114,5.437495162960554,0.04442000773926311,11.342497097776333,58.34249709777633,0.9958210003869632,3.23917526120013,0.4215502128297356,9.5,1,4
7.000424730776878,1.0181634731531886,0.18363058061593523,1.8121019353864507,0.12830572904589688,7.0,21.080679569243003,0.9951443737630836,3.3751592258454197,0.47479830107689247,9.90403397846215,0,4
8.971398461856941,0.28428627884018237,0.45285225005175295,11.92858836520547,0.04371451153607294,27.714116347945293,137.28575192267883,0.9980514353460822,3.1085725576803647,0.3628601538143059,10.042849615464235,1,4
6.460830760967525,0.302903077887122,0.17326038451209405,1.4797230796774916,0.04779723079677491,8.775346150403136,62.673961548790594,0.9938652076902419,3.4968200017903692,0.4902188464637178,10.773961548790593,0,4
6.378523451116786,1.0716469832039563,0.13885368848040858,1.6628456282680286,0.14920161204247598,7.0,20.085637521786857,0.9945971006369828,3.4348617486927884,0.47728590619553285,9.854281876089344,0,4
7.901982746309232,0.7982765756377826,0.14582614429551338,1.7026436617456429,0.08005287323491285,7.9933908456358935,21.50991373154616,0.9963490086268454,3.2152974119463846,0.7729842079189474,9.602643661745642,0,4
8.159879223437718,0.3056854818585503,0.5189314767681208,1.5578629535362416,0.045431451814144964,11.137096371710067,69.14717772121745,0.9932097784099426,3.057157259070725,0.5344153316365235,10.743145181414498,1,4
6.053531345199877,0.3353531345199877,0.1719702982200184,3.38810225269911,0.03867656725999386,5.133828362999693,85.80297017799816,0.9918000345719287,3.2505577601400675,0.4080297017799816,11.085132074700951,1,4
8.151823078756696,0.27370442303108267,0.40184250059592574,2.152017297149006,0.044295576968917366,8.370442303108263,73.48176921243305,0.9935109384725401,3.068886730906752,0.49886730906752097,10.818619224351568,1,4
8.107635540801063,0.26651984417874847,0.44488988313406136,1.3054332034822904,0.05121587534299877,6.891335930354193,69.0,0.9943022023373187,3.14,0.6145667965177096,10.194566796517709,1,4
6.75081285952428,0.602459357023786,0.135731573571852,1.7256773829369,0.08031096446432101,3.7486452341262,8.2513547658738,0.9947718758937724,3.33,0.42027095317476,10.37486452341262,0,4
7.61889584568666,0.3041206602369442,0.2695276038578335,2.279795103887796,0.048729652818955534,9.753272626063858,88.0,0.9945936482640948,3.271758679526112,0.4049345474787228,9.849345474787228,1,4
5.99990571489686,0.395004714255157,1.4816230493385207e-05,1.3999595920986543,0.04199824899094169,6.999865306995515,54.99946122798206,0.9913499205311274,3.370018857020628,0.38001346930044855,11.2,1,4
7.908984437957319,0.4995588907588875,0.3237839073406581,1.7822339405041994,0.05435613245559136,12.044516556948919,45.53338741771169,0.9952623637430122,3.4075515893678094,0.4817806622779568,10.57774172152554,0,4
6.863981679846611,1.0020499540926415,0.0935870534730049,2.2953148091472397,0.06653148091472397,18.765740457361986,32.187407634110414,0.9964640703511006,3.506412946526995,0.5662518473177917,10.920351755503075,0,4
8.675277840140291,0.27285086734626984,0.39238304421791004,2.8837425850268783,0.0458953217687164,16.5523391156418,104.0,0.9951782850867347,3.131425433673135,0.6020043928576111,10.19331869047463,1,4
8.14325532616586,0.3058604702508857,0.516744121863929,1.553488243727858,0.04541395297491143,11.172094050177135,69.12092946236714,0.993193766972044,3.0570697648745573,0.5336278838710145,10.741395297491144,1,4
5.9504550918924775,0.28062689621621867,0.3587765470270612,2.2185034918915743,0.052435793405403205,35.56117264864694,114.25075848648747,0.9924250758486487,3.277492415135125,0.4912234529729388,10.243882735135305,1,4
6.4160661507644,0.4075073889298403,0.2667867698471201,1.3249261107015968,0.06813821267267178,5.4819845229319935,110.160661507644,0.9937072061908272,3.2014412381654407,0.5071470793884802,9.228529206115198,1,4
7.593888123746266,0.2615661682900191,0.35889222242901087,1.5984720309365668,0.03210695783444033,6.011459767975749,106.00763984531717,0.9930003819922658,3.1498472030936564,0.39980900386707086,10.39350613148041,1,4
9.92468238692019,0.9815517324258192,0.45012704523192393,1.4493647738403803,0.04846823869201902,34.0,184.01270452319238,0.9966493647738404,3.042214148228171,0.4825952839239429,10.150635226159618,1,4
5.988643915771893,0.5811356084228108,0.022227121684562142,1.68136716069355,0.07663175272997694,6.259095943847928,13.259095943847928,0.995029228229331,3.5926350545995387,0.6096361622460829,10.307276755078343,0,4
6.899086715514317,0.7123035297865435,0.009488104491879203,1.7734919401082772,0.08273491940108278,6.0,12.316270149729307,0.9961696899394711,3.441206447913378,0.5311151194648098,9.826508059891722,0,4
8.68151391045281,0.33490538059669933,0.37935955373254254,1.4815139104528108,0.045509461940330065,11.61135432839608,119.0,0.9956252111283622,3.164905380596699,0.49241632537452296,9.491703149259413,1,4
8.163976608119956,0.7619883040599786,0.0,2.3080701756401285,0.08611812864959657,12.639766081199571,25.279532162399143,0.9978648421053841,3.3736023391880043,0.46,9.6,0,4
7.089275300469168,0.5340786572769051,0.1513292084507854,1.7377640281692845,0.07929606713615475,9.0,22.188820140846424,0.9960257556361499,3.3305134769954043,0.6057556361499417,9.090558992957678,0,4
7.301152614105054,0.7507796440277503,0.031010166848761157,1.331457619567889,0.0877288097839445,8.68542380432111,19.842711902160556,0.9961067797554014,3.221905072287017,0.985627141296333,9.294372858703667,0,4
8.098643331863771,0.35566739587925716,0.32239824988978283,1.2746608329659428,0.04594004375275543,10.059956247244571,119.0,0.9945384857886724,3.1167308540105254,0.41986433318637706,9.6193435423096,1,4
7.052252730243206,0.3746718966131209,0.563011767379522,10.588932471776008,0.04648775573382381,68.10039224598407,187.10039224598407,0.9975155729887104,3.0947747269756793,0.5068854022579194,8.684427011289596,1,4
6.116182646178249,0.2702757994529943,0.34621187185836166,1.8324383565567797,0.0334869406693531,6.2162557103785305,61.43251142075706,0.9901000730642003,3.364876713113559,0.3637881281416384,12.297315069670338,0,4
7.316908709788264,0.2647053935661224,0.34845435489413235,8.870539356612237,0.04897780065026018,55.6618258042347,193.83091290211735,0.9965786514202638,3.203014522587296,0.6715456451058677,9.56618258042347,1,4
7.6,0.5392869230865103,0.1416136454749459,9.652528093991455,0.09041647491897231,22.360227424582433,176.54971571927197,0.9979487782610321,3.3290056856145607,0.45270170568436824,9.226079598603851,1,4
6.539586248566874,0.36699002812809756,0.25245363892073613,4.777318053963193,0.053944366704883374,61.86804583811042,202.22681946036806,0.9943018544431705,3.2398145556829445,0.6181026940304302,9.87546361079264,1,4
5.214368633403957,0.3969176437102744,0.15502902169138486,1.480533345983408,0.03807184316701978,9.82039208245054,44.107764750529675,0.991250359215835,3.5038352874205487,0.4017960791754946,11.546117624735162,1,4
6.908928952452557,0.3241081716219047,0.2821420950948854,1.9250266716790105,0.05666087050554849,23.910710475474428,186.17857904905114,0.9939305493930468,3.299821847697813,0.53374973328321,9.837497332832099,1,4
6.862596146699351,0.525002380440376,0.24610577995097285,1.450384586797406,0.05745817154036056,13.374038533006486,67.0,0.9930736777506128,3.143894220049027,0.5106874953545784,10.224423119803891,0,4
6.9061859595430715,0.3244432636411236,0.26173206867206,8.937115757258429,0.04385153697096629,9.5433017168015,91.50618595954307,0.9958307529423751,3.0346907020228464,0.46,9.614846302903372,1,4
6.955059522182259,0.24651785665467765,0.34752976109112943,2.7118303412770235,0.03787648805455647,19.0,66.83705358363306,0.9905101190443645,3.097358631399879,0.38550595221822587,12.048883924910081,1,4
7.632711878748601,0.6133000084616744,0.2369440690873741,1.7428983151240207,0.06751220387745244,10.265423757497201,62.6327118787486,0.9955944339344465,3.3230559309126257,0.476327118787486,9.91018643637542,0,4
7.955785637451497,0.22849857808753693,0.34300284382492613,1.5407714183268664,0.048184571633462674,10.776857450194013,99.51928545817165,0.994,3.107382865338507,0.5700414147412695,10.62617134661493,1,4
7.0960730573147215,0.2711344501090804,0.27886554989091966,1.2484728556223919,0.023052359235803708,3.0130898089509275,88.96509384279753,0.9899405154798572,2.9512653481985898,0.30021816348251545,11.391709787664412,1,4
8.10017185324832,0.19005155597449577,0.36,1.48330469112528,0.035003437064966385,13.499140733758404,121.49914073375841,0.9943437515095709,3.194991407337584,0.4033562470997759,10.149742220127521,1,4
8.585218420253728,0.29139138151902955,0.5498264470888046,1.5852184202537274,0.046573907898731365,9.426092101268637,70.57390789873136,0.993922259146075,3.065739078987314,0.5743476974682841,10.65652302531716,1,4
8.499831248146924,0.49682416839620436,0.13994093685142336,4.832686451229875,0.05801603142604223,27.332770827156413,64.99831248146924,0.99560529366736,3.173513335309948,0.5867229172843587,10.599662496293847,0,4
7.049071257693015,0.4750928742306984,0.0010185748461396839,2.176233253590074,0.0674413824333272,6.966047505128677,13.966047505128678,0.9951635490259745,3.408827648666544,0.5813580997948529,10.872838004102942,0,4
7.169868022451409,0.26477924419498433,0.3169868022451409,1.5044151161003132,0.038213017453479645,6.238962209749217,106.47792441949844,0.9929713245348301,3.169116976779937,0.44301319775485903,10.196882121713166,1,4
6.814768187680598,0.6304922729226866,0.062152281520897856,1.324613646134331,0.057606181661850706,24.606181661850705,132.7538635386567,0.9928030395823878,3.1768918209176125,0.3993531855310458,10.219690916907464,1,4
6.381016200613923,0.5309421937568064,0.22322864513813262,3.065173047083867,0.10957691466729395,8.0,110.40508100306961,0.9920693858632538,3.1041108244628175,0.4489237849539558,10.643648746162983,1,4
5.3192208834557775,0.3379382530561253,0.19172730920952202,1.7033443773435266,0.038596104417278884,8.509738956802785,44.89415662591833,0.9912529805220863,3.3858765061122504,0.4149026104319722,11.152921687040834,1,4
7.652682461125428,0.5304978217697602,0.1558240735652912,10.926824611254283,0.09210149787671831,23.053649222508565,177.0,0.9985212663367268,3.314731753887457,0.46369743989261136,9.089463507774914,1,4
7.747276704341456,0.8184562783202054,0.14126982969408286,1.8654528409965194,0.07021786365268361,3.7818238633449357,8.218176136655064,0.9971978182386334,3.353454715900348,0.38236227279721546,9.361811363986078,0,4
8.452713365099424,0.1777925389262042,0.41527133650994236,2.249095544966859,0.04044149221475916,19.77925389262042,108.42340311409633,0.9947521226514088,3.188962694631021,0.5691435856376492,10.2,1,4
9.122902380170725,0.2814455803717989,0.47747163677774296,11.843367411153967,0.04257823214871956,28.566325888460334,137.0963720247866,0.9980173469644615,3.102891160743598,0.3477097619829274,10.080725595042681,1,4
7.440075698851468,0.7085941964213875,0.21281160715722502,4.751782996625793,0.05508267469275185,17.559798136396086,51.80025232950489,0.9946790185173512,3.169211102498215,0.36521614908831307,10.847964673869315,0,4
6.238880166064143,0.44049595940654296,0.25913599630968576,4.443200184515714,0.06196319557162287,62.87039944645286,205.56799815484285,0.9940345601476126,3.266543985238743,0.5312320479740856,9.808640036903144,1,4
6.900320916568161,0.3200320916568161,0.4450762176849382,11.551404009985704,0.06049478510576738,62.0008022914204,186.5052148942326,0.9979205776498227,3.104963896886082,0.5299679083431839,8.799839541715919,1,4
6.126908345592118,0.24403625183881772,0.410472298715468,6.301812591940886,0.05073091654407882,37.163645680098526,199.5672708639803,0.9958781108051381,3.402328316171035,0.6092366617631527,9.659637481611822,1,4
7.781131224006188,0.5566159684127435,0.542300394840706,2.4388308291654828,0.350026624269521,28.338403158725647,73.57699605159294,0.9968995723295602,3.0008887749407975,1.2585266396419437,9.4,0,4
6.834212358408262,0.6825329634403099,0.0,3.9240110967907054,0.06201318537612393,11.208882724005164,20.835530896020654,0.9955275364444159,3.4353782093196386,0.5391117275994837,11.34045800718864,0,4
8.67428505881607,0.4365303781485964,0.3442448605037754,3.6201370532326553,0.04400543624643111,35.893878487405615,174.68707170864795,0.9967368707170865,3.337265418488674,0.4473741434172959,9.368707170864795,1,4
7.6,0.41505704887705064,0.2712448185630776,5.169450024693566,0.05692842187120495,24.520746976051292,173.84906627993587,0.9958422716983499,3.3830186744012822,0.4689056023203847,9.982261441617952,1,4
6.9476449798125275,0.9422781123828298,0.06198910847873841,1.9424094777937804,0.08417282890987648,11.842934939437583,66.89528995962506,0.9953196398226171,3.344240947779378,0.5869112449531318,9.541358554506175,0,4
6.346486474296416,0.3567567628517918,0.195567560863029,8.730270288555376,0.07232973174109131,50.92972948592833,211.53513525703585,0.9976046487601877,3.3816756988368093,0.6321081154221502,9.28378381425896,1,4
7.775048670428836,0.23080575342365944,0.32499026591423275,3.6754380338595265,0.03575048670428836,32.418451249057334,171.4165044319039,0.9957420398066211,3.449174778404806,0.45666017727615515,9.624756647855818,1,4
7.393307932089854,0.6325430666108449,0.10022941924120804,2.4288719547265694,0.06582408498007739,4.822179886816423,8.644359773632846,0.9960177058075879,3.3906692067910145,0.5553346033955073,10.988910056591788,0,4
6.585034800111989,0.3455104400335968,0.23339907967523033,10.125870002799738,0.054911832038076445,15.448955996640315,82.89791199328063,0.9952155451249723,3.1434686798992093,0.4413573195408429,10.319025596864293,1,4
5.639190487517853,0.29152023781205366,0.26147827586261085,1.205997027349329,0.07297211296072549,46.09205350771208,166.0,0.9948451875148672,3.3741979191445304,0.5357601189060268,8.84839583828906,1,4
7.242646517829872,0.22573534821701285,0.42489716161232444,2.6964688570555886,0.0508044231255727,38.31470696434026,167.71323258914936,0.996568529303566,3.5883236267906233,0.4925882785736103,9.262941392868052,1,4
6.538805474171825,0.39609800308414406,0.1652986314570436,1.5084227062444726,0.042973354279096654,41.277181958370186,114.0,0.9928221745566695,3.2325053623746682,0.4155650886660771,9.672281804162981,1,4
7.1119843262078515,0.2503733545533475,0.28554043958983566,6.047153615223981,0.03923968652415703,61.19843262078515,195.1610971654504,0.9951355611338198,3.1768172411713635,0.7452454539972306,9.83221943309008,1,4
7.215740679176454,0.9437176015194141,0.08962035621058445,2.0,0.08548981524576482,11.784259320823546,66.13703728329418,0.9958376943908835,3.337055559249413,0.5741111184988255,9.486296271670582,0,4
8.506687920186026,0.4904246078263752,0.14234077206510928,4.858970360713101,0.05736464758232748,27.35562640062009,65.06687920186026,0.9955256419938391,3.1661995518015718,0.5844373599379912,10.613375840372054,0,4
8.029302546703267,0.2955193208791288,0.42331786078296285,7.387907640109802,0.046038760611263614,21.038760611263612,106.43100848901089,0.9948961239388736,3.0212092359890197,0.38314726655220055,10.578449575549456,1,4
6.5228191134569,0.6281879408971267,0.24684573403707008,1.3771808865430997,0.03590602955143665,15.93288965699717,76.0,0.9902276491419499,3.2367783841686766,0.5645638226913801,12.161746306070418,1,4
6.827320180730235,0.40947359189151805,0.29901972890464823,1.309280722920938,0.04987383885700042,13.726798192697654,67.0,0.9924122533886919,3.0909802710953516,0.4877581174746524,10.436078915618593,0,4
7.086475784429549,0.2909016143713634,0.4528276982043166,1.9471316886204595,0.030372931257568,12.213118083818213,145.78688191618178,0.9916576220934168,3.050901614371363,0.6221311808381821,11.12909940119319,1,4
6.4,0.27,0.19,1.973859745813233,0.08426140254186767,21.0,192.30701270933835,0.99516,3.49,0.6326140254186767,9.573859745813232,1,4
8.55250187501068,0.819749812498932,0.019468820312900502,2.01062359374199,0.0725250187501068,4.68437265623665,14.0,0.9971103155468923,3.3105311796870995,0.567374906249466,10.589684453107644,0,4
6.428966520804463,0.39365356671285956,0.3368267833564298,9.387918489944216,0.04806550218793306,52.579330416089256,222.43085885921903,0.9965551673959777,3.1255167395977685,0.5506550218793306,9.042066958391075,1,4
7.430712003254693,0.5281929276351817,0.17629214554330983,2.4483141782676077,0.07209738184776994,27.0,116.62921455433099,0.9957143077873807,3.124438218314965,0.8117978920630275,9.13951309076115,0,4
7.642641376656524,0.2742641376656524,0.6185282753313047,11.300755181702167,0.041007551817021676,58.0,174.69810324923927,0.9979688303480122,3.1058113805045644,0.44573586233434764,8.828679311671738,1,4
7.617174989618592,0.7181255560169515,0.20171749896185912,5.463295845444977,0.0427733193463978,18.003923625529733,49.40235417531784,0.9943113073438664,3.131835207727751,0.31175673521715647,10.80117708765892,0,4
7.110978499736382,0.24866344955185038,0.28171829899825374,5.992838985764659,0.03921956999472765,61.097849973638255,195.23150501845322,0.9951073979926187,3.177923650289979,0.7481623507644906,9.846301003690645,1,4
8.870072322827536,0.7879927677172464,0.03137771210603261,1.772445757879348,0.07570072322827537,4.287409596465579,14.0,0.9976263675245948,3.2986222878939673,0.5514963838586232,10.073632475405253,0,4
6.620671592653692,0.3803357963268459,0.15689926110194624,4.317051722863764,0.08767785987756153,21.735571975512308,189.89664203673155,0.9959102834150225,3.4568992611019462,0.5711542419590155,9.452885604897538,1,4
5.34647356166428,0.47755195377044546,0.101161839041607,1.329045976040175,0.036813287329124894,11.0,74.11618390416069,0.9909280510308695,3.476514482875179,0.536514482875179,11.153526438335719,1,4
6.266546336303617,0.25226634335534037,0.3800360991089149,1.6996390089108513,0.031223024424642552,6.334536636963829,61.446048849285106,0.9896598556035644,3.293309267260723,0.34111512212321277,12.188848778767872,1,4
8.148413809728767,0.7542069048643836,0.0,2.3547585708136984,0.08487310477830137,12.484138097287673,24.968276194575346,0.9978928551424883,3.375158619027123,0.46,9.6,0,4
10.769073687051332,0.6192962929308812,0.38761107577425197,2.2027780301839144,0.07501389015091957,6.0,26.802778030183916,0.9977735277348687,3.152953729785671,0.5732407323272029,10.02537025258084,0,4
6.997423729109366,0.6794994349900401,0.23683841805937556,4.022598871289028,0.046683841805937557,10.493559322773416,57.493559322773415,0.9959341920902969,3.3155796609503922,0.48380564966328277,9.5,1,4
9.751511817438653,0.2504408016596486,0.7332410412187212,9.97795991701757,0.055867759502105416,36.26448099578917,224.7795991701757,0.9976779599170176,3.0604408016596487,0.4316162727520449,9.983837272479551,1,4
6.834634165929645,0.30790940486719365,0.21934495221249023,3.0127873263245037,0.0355101036061739,4.137282146015808,89.75818809734388,0.9919884806842886,2.9917003453539133,0.3606550477875098,10.262717853984192,1,4
8.750585851107099,0.3904814656122911,0.30746910935381855,1.8650617812923629,0.09398764374152742,30.69876437415274,49.01203664030728,0.9966370984215996,3.4131327226615453,0.6479505749661096,9.96626544532309,0,4
9.801932763091761,0.9314495723188201,0.45019327630917605,8.460841057393273,0.05188403421449439,34.0,186.9613447381648,0.9993458826334307,3.11806723690824,0.5880672369082399,10.2,1,4
6.135794677301377,0.2700505280799592,0.3562184199500255,2.1507579211993875,0.05212942120699643,35.37815800499745,113.00505280799592,0.9923427905364597,3.245176848279857,0.48134474014992346,10.237310519700152,1,4
10.018143950488188,0.6337299234658268,0.29972436953742776,4.955006942410499,0.07372278407426772,24.759071975244094,48.17271465016273,0.9971155304336936,3.2692306177068766,0.5410450127556955,10.261828279869816,0,4
6.509989581773574,0.3915697914215618,0.17250260455660632,1.5392968766711699,0.04336442710450149,41.07135415552553,114.0,0.992805708332442,3.23435781260027,0.41885833351159146,9.692864584447445,1,4
8.208579494509738,0.38531364043922095,0.4129866418686199,5.118980238451141,0.04642573848352921,17.0,117.80857949450974,0.9962,3.239142050549026,0.5232011292313633,10.359571025274514,1,4
6.922156089429116,0.3012375071364838,0.44247501427296754,9.829343054192835,0.02881437392952744,15.65468839206047,89.87624928635162,0.9937149522597013,3.1214969124665397,0.635209433875991,11.808781588982978,1,4
6.54778932015091,0.5274664775952898,0.09716839802263644,4.8914804310849425,0.032190263349811364,6.785395024717045,32.21460497528295,0.9925392449882529,3.194490819220761,0.4492697512358522,11.026328822622615,1,4
7.212900967466187,0.49702285366164933,0.003969528451134252,0.8029771463383507,0.03411908585353403,45.851142683082465,113.92060943097732,0.9931874959853789,3.1881144739857112,0.34009923821127835,9.212900967466185,1,4
7.535904840546496,0.4061305005694138,0.17464095159453505,4.9977433997708225,0.04278457095672102,11.143619362185984,60.928190318907006,0.9948574477448744,3.224587596241516,0.37889617710709567,9.778457095672103,1,4
7.6379487095089,0.27379487095089006,0.6241598785420142,11.081749620443794,0.03947450986846135,58.401508350236526,177.86847646751522,0.997823348405864,3.07379487095089,0.43634992408875883,8.818250379556206,1,4
6.99238708794818,0.32,0.40252580358315865,3.0757741074947598,0.044,16.404838599352257,66.0380645602591,0.9914671290521166,3.040380645602591,0.4411419368077729,11.561935439740902,1,4
6.928983093016418,0.5977923296581709,0.28706358778608265,6.11631340118843,0.05077542267458953,23.06525360475372,65.0,0.9925176946791081,3.0909788040713058,0.3219195052303361,11.58368659881157,1,4
8.168813614208311,0.7644068071041559,0.0,2.293559157375065,0.08650508913666494,12.688136142083117,25.376272284166234,0.9978561354944251,3.373118638579169,0.46,9.6,0,4
6.945201724369448,0.20130043109236187,0.5412377583197182,3.3671758588277347,0.0388080689747779,6.0,124.26008621847238,0.9922720093951279,2.974242069243337,0.5606188791598591,10.58080689747779,1,4
6.977292148187612,0.508688800106551,0.145415703624777,6.710450373132806,0.08468978075692071,23.227078518123886,187.54584296375222,0.9963847881199352,3.375021363006373,0.4858954962686719,9.358954962686719,1,4
6.412777628592483,0.6208518419061656,0.15638881429624168,1.2478703952345862,0.03574444742815033,20.872223714075165,77.43611185703759,0.9913541677855564,3.231805592851879,0.49468513048391055,11.224536166789488,1,4
8.364020734918821,0.19527695887857302,0.4152027646558427,1.6623640594740445,0.046616221172467415,9.023986176720786,101.02398617672078,0.9939760138232792,3.058560829396753,0.6550370971113652,11.111993088360393,1,4
6.612995193286388,0.3149779914094939,0.4699559828189877,8.489645837574349,0.02675330128857592,17.37224892618673,88.50220085905062,0.9920489185415988,3.193634454899843,0.7485684291283244,12.461454591950957,1,4
8.37457850266563,0.19372848627570782,0.41661046702208376,1.6440639287129106,0.0467288373617667,9.016947664889582,101.01694766488959,0.9939830523351104,3.058983140106625,0.653559009626812,11.10847383244479,1,4
7.244762682364357,0.3440316423514192,0.2659683576485808,3.679427171744159,0.03390731040012937,9.770158211757096,101.77015821175709,0.9932298417882429,3.013790507294574,0.8194348065865611,11.485079105878548,1,4
9.482897719567625,0.8029015430949445,0.22385688925270236,3.4385688925270235,0.09574346579351437,11.385688925270236,85.80715553736488,0.9996886576540811,3.3451484364405486,0.6091448859783812,10.95287996725679,0,4
9.803834216703539,0.5318549157169528,0.21595855417588475,2.2158549396155967,0.09999481927198559,5.759585541758847,14.0,0.9978240414458242,3.333989638543971,0.5224041445824116,9.963937831263827,0,4
7.918699399550327,0.7530352790636167,0.027967484988758184,1.432791416479303,0.07279674849887581,7.937668668165576,19.734417167041393,0.9964097018367941,3.204525768284619,0.9100269869064921,9.306233133183442,0,4
8.975426691286719,0.43228180723766174,0.2968405745940068,1.6562160339629972,0.05080740871486493,7.263285450499434,175.03510472673327,0.9951561675627731,3.113685996306992,0.45,9.689468581980021,1,4
6.653345694609717,0.42240148335316613,0.31133827784388707,6.185241859888089,0.056679184155758636,47.17323444312226,204.22639471858622,0.9950406954236017,3.19439035820442,0.6529330861078056,10.17736052814138,1,4
8.063885124351202,0.8616883403708878,0.21328546847966787,1.9185134991349373,0.08437026998269874,7.453716252162657,22.319425621756015,0.9962680574378244,3.23958276865268,0.6083834569096104,9.818513499134937,0,4
6.492815788914968,1.0296407894457484,0.038563157782993684,2.1446118416862263,0.07528736844340127,17.964078944574844,27.85631577829937,0.9953871032865265,3.5562572369398806,0.5596407894457485,11.103592105542516,0,4
7.5,0.8803144135405837,0.03480955931682881,2.317714711801946,0.08469619118633658,5.6519044068317115,12.0,0.9963997520542852,3.4096191186336577,0.5282905152485117,10.222143389752432,0,4
8.514130352546834,0.2851304282037468,0.5342391057640504,1.5513042820374678,0.046,8.88478211528101,69.62826070509367,0.9939790653275872,3.0897391435925066,0.5823043576943798,10.576956423056203,1,4
5.303519426860217,0.2998104923998344,0.20013536257154682,1.1050084151472324,0.07694585497138128,47.98511011712985,166.00676812857733,0.9944031133391456,3.300230116371629,0.5398646374284533,8.70040608771464,1,4
8.510458786599957,0.25595611606435187,0.36003989448695284,2.659561160643519,0.04220319155895623,14.201196834608584,103.40039894486952,0.9945194328551834,3.063017952519129,0.7199601055130472,10.479680844104378,1,4
6.412124755017242,0.3934333986620689,0.22464587416379306,3.3393762249137917,0.05416146854094826,84.03570487254314,216.075925863319,0.9933636257349483,3.2275750489965516,0.5023229370818966,9.870708251672415,1,4
6.312902778091821,0.38154833337101857,0.1751611112367286,8.704519442120521,0.07914841664593979,49.89677777526543,211.71613888197993,0.9979208424973431,3.4599358330883794,0.6597419444381636,9.428386111802007,1,4
9.949418977142038,0.6144702676825761,0.43494189771420383,2.7423445266676225,0.06480006811745259,14.764695865080503,47.4588175190483,0.9981854237453637,3.267882773666619,0.512588856365009,9.829408759524151,0,4
6.690562014141788,1.0395281007070893,0.07811240282835767,2.292921510606341,0.06737751943432847,18.952810070708942,31.81124028283577,0.9964302146245979,3.521651647525187,0.5695281007070894,11.004718992929106,0,4
7.4507196976625805,0.1689856060467484,0.38985606046748394,5.428992423272388,0.037,34.30431818597548,162.0143939532516,0.9938246060650405,3.092604546036567,0.6017409088414711,11.246401511687099,1,4
6.221680158670138,0.43482388893090385,0.24048785719687635,5.353926981486046,0.06668562697392336,60.18157937288214,207.30080952020825,0.9948737103944065,3.313360317340275,0.5503522221381923,9.713279365319451,1,4
6.763548651714824,0.28,0.41149468540012546,10.085511039357726,0.06085053145998745,60.341128370712944,179.780376123571,0.9973537367135002,3.1346263286499685,0.5414488960642274,8.956075224714196,1,4
6.141194062605,0.4506503180747321,0.10075906698078572,2.7365885493096433,0.04942814419387857,8.915991518007143,102.54200424099643,0.9935420042409964,3.34146267182775,0.6106780491416429,10.570191942106785,1,4
8.238803175772702,0.2316409527318105,0.36,1.4601994707045496,0.03777606351545403,12.805984121136492,120.80598412113649,0.9946810877277136,3.188059841211365,0.42184042343636025,9.941795236340948,1,4
8.13029157288332,0.7860394098341407,0.08178724678496202,2.378833708466723,0.08312041010183235,10.485421355834037,23.69708427116681,0.9974408100026769,3.3436501125400167,0.46302915728833194,9.721166291533276,0,4
6.206569485895437,0.2776647263392562,0.25313897179087314,2.3109621882756017,0.039722643448498025,132.68600498253863,270.2262388082321,0.9946960622219977,3.5076637479555153,0.5326277943581746,9.58029154231369,1,4
6.414117681746849,0.9423999764121423,0.020541182714432917,2.433647190638028,0.07957646954759452,16.543529273012602,25.141176817468494,0.9945685647662394,3.548917634571134,0.543152939095189,11.17717646365063,0,4
6.2260189095065925,0.2782235634215938,0.27875665505813085,1.70135854600879,0.03371263998475827,6.246603634978024,59.52037819013185,0.9901068959977137,3.317262254448462,0.34986414539912103,11.953396365021975,1,4
6.557961465144899,0.3577068981492657,0.43777078975942824,6.310192674275504,0.047968154139420405,40.67515223318778,200.5159229302898,0.9946132494771132,3.1187261655768164,0.5967515223318779,9.96751522331878,1,4
7.322188847256363,0.677474444065967,0.01494888813193388,2.057666780209918,0.06821166609895041,9.505111186806612,20.0,0.9960908599386867,3.2407155661529257,0.9486710914302809,9.856644542848596,0,4
7.4576183775245175,0.22211908112377415,0.3620713463325544,9.131666879878564,0.044209521372816425,26.316668798785628,109.42142948519384,0.9940745710265148,2.960547670827651,0.3257857051480616,10.642142948519384,1,4
6.205784444944716,0.4276862220221136,0.47553888763820984,6.42892222472358,0.04638826678673185,11.826466651658517,115.11568889889432,0.9961785266561609,3.2630586660663408,0.5572742211216246,9.069413339336593,1,4
7.428242661679946,0.26,0.577759042286579,11.411666169091477,0.04549347761185844,58.71757338320053,162.52264303458713,0.9978048510198464,3.1712663059703536,0.45662318407905633,9.00974651743067,1,4
8.591176206278814,0.30114551361811775,0.575681079773528,1.671362159547056,0.04588544863818823,10.229102723623551,69.82817295728233,0.9936251855039422,3.059427243190941,0.5548451887184701,10.788544863818823,1,4
6.222215685277388,0.6410373203046466,0.01718483654812733,5.34222745177809,0.044384954213134355,7.570379086296817,30.570379086296818,0.9944162797360361,3.332888627411095,0.5078518954314841,10.177784314722613,0,4
10.454037878290368,0.5883956617893807,0.48705148653183494,2.0943631360167436,0.06972249285005507,13.965311606256883,46.973983704692664,0.9990319240272791,3.3019078616558715,0.5586124642502753,9.617344196871558,0,4
